Suriname	hasOfficialLanguage	Dutch_language
Teddy_Pendergrass	diedIn	Bryn_Mawr,_Pennsylvania
Sompong_Soleb	hasGender	male
Doug_Gilmour	isAffiliatedTo	Toronto_Maple_Leafs
Maximian	diedIn	Marseille
Elizabeth_McGovern	actedIn	Johnny_Handsome
California_Institute_of_the_Arts	isLocatedIn	United_States
Graaff-Reinet	isLocatedIn	Cacadu_District_Municipality
Robert_Joy	actedIn	Superhero_Movie
Luca_Marchegiani	isAffiliatedTo	A.C._ChievoVerona
George_Murray_(British_Army_officer)	isAffiliatedTo	Tories_(British_political_party)
Samir_Šarić	playsFor	Løv-Ham_Fotball
Nelson_Mandela	isAffiliatedTo	African_National_Congress
Musaed_Neda	playsFor	Kuwait_national_football_team
Giuseppe_Verdi	wroteMusicFor	Jean_de_Florette
Hernán_Pérez	playsFor	Paraguay_men's_national_under-20_football_team
Norman_Bodell	isAffiliatedTo	Crewe_Alexandra_F.C.
Prakash_Raj	actedIn	Saroja_(film)
Igor_Bugaiov	isAffiliatedTo	FC_Academia_Chișinău
Robert_John_Burke	actedIn	Fled
Vladimir_Akhalaia	playsFor	FC_Zimbru-2_Chișinău
Robert_Benchley	actedIn	Foreign_Correspondent_(film)
Stanley_Cohen_(biochemist)	isCitizenOf	United_States
Kevin_Johnson	isAffiliatedTo	American_basketball_at_the_Olympics
Yasuhiro_Hato	playsFor	Kashiwa_Reysol
Eddie_Murphy	actedIn	Mulan_(1998_film)
Olsztynek	isLocatedIn	Olsztyn_County
Andrei_Karyaka	isAffiliatedTo	FC_Metalurh_Zaporizhya
Peter_Cullen	actedIn	Springtime_with_Roo
Bernard_Rahis	playsFor	Annecy_F.C.
Oskar_Klein	worksAt	University_of_Michigan
Democratic_Party_of_Kosovo	isLocatedIn	Pristina
Charles_Thomson_Rees_Wilson	hasWonPrize	Copley_Medal
Jody_Morris	playsFor	Millwall_F.C.
Srdjan_Djekanović	isAffiliatedTo	Vancouver_Whitecaps_(1986–2010)
Tomasz_Dawidowski	isAffiliatedTo	Wisła_Kraków
Othyus_Jeffers	isAffiliatedTo	Washington_Wizards
Scott_Morrison_(footballer)	playsFor	Arizona_United_SC
Marty_McSorley	isAffiliatedTo	Belleville_Bulls
Jawhar_Mnari	isAffiliatedTo	Espérance_de_Tunis
City_of_Shoalhaven	isLocatedIn	New_South_Wales
County_of_Forty_Mile_No._8	isLocatedIn	Division_No._1,_Alberta
Robert_Maras	isAffiliatedTo	Egaleo_F.C.
Wolfgang,_Count_Palatine_of_Zweibrücken	hasChild	Frederick_III,_Elector_Palatine
Sean_Doherty_(footballer)	playsFor	A.F.C._Liverpool
Spencer_Evans	isAffiliatedTo	Port_Vale_F.C.
Igor_Gal	isAffiliatedTo	KF_Tirana
Julien_Tournut	isAffiliatedTo	Lierse_S.K.
Chad_Gould	isAffiliatedTo	AFC_Wimbledon
Richard_Rojas	isAffiliatedTo	The_Strongest
Jimmy_Daws	playsFor	Birmingham_City_F.C.
Peking_University	isLocatedIn	China
Climax_Lawrence	isAffiliatedTo	Mumbai_F.C.
Edinson_Cavani	isAffiliatedTo	Paris_Saint-Germain_F.C.
Krzysztof_Kazimierczak	isAffiliatedTo	Zagłębie_Lubin
Nadeem_Karim	playsFor	Al-Naft
Rowan_Alexander	isAffiliatedTo	Brentford_F.C.
Othella_Harrington	isAffiliatedTo	Iranian_Basketball_Super_League
Erik_Sørensen	isAffiliatedTo	Denmark_national_under-21_football_team
Vinicio_Verza	playsFor	Vicenza_Calcio
Jacques_Glassmann	isAffiliatedTo	Tours_FC
Harpo_Marx	created	Love_Happy
Jeyhun_Sultanov	playsFor	Neftchi_Baku_PFK
Jason_St_Juste	isAffiliatedTo	Southampton_F.C.
Jin_Yong	hasGender	male
Davy_Jordan	hasGender	male
Lake_County,_California	isLocatedIn	California
Altan_Aksoy	isAffiliatedTo	Galatasaray_S.K.
Tom_DeLonge	hasMusicalRole	wordnet_vocal_music_107282006
Leandro_Teixeira_Dantas	playsFor	Boavista_Sport_Club
Niklas_Backman	hasGender	male
Balázs_Sarus	playsFor	Integrál-DAC
Yuji_Nakazawa	playsFor	Yokohama_F._Marinos
Gábor_Bardi	isAffiliatedTo	FC_Lahti
Artur_Wichniarek	playsFor	Górnik_Konin
Hubert_Fournier	hasGender	male
Sean_Franklin	isAffiliatedTo	United_States_men's_national_soccer_team
Achille_Emaná	isAffiliatedTo	Cameroon_national_football_team
Igor_Grkajac	wasBornIn	Kraljevo
Abdikokhor_Marifaliev	isAffiliatedTo	Navbahor_Namangan
William_Robb_(footballer_born_1895)	isAffiliatedTo	Royal_Albert_F.C.
Calistoga,_California	isLocatedIn	United_States
Bryan_Roy	isAffiliatedTo	Foggia_Calcio
Miklós_Gaál	isAffiliatedTo	C.S._Marítimo
Mirza_Bzhalava	playsFor	SC_Bregenz
Vnukovo_International_Airport	isConnectedTo	Hévíz-Balaton_Airport
Isaiah_Morris	isAffiliatedTo	Guaiqueríes_de_Margarita
Numidia	participatedIn	Second_Punic_War
Bretton_Byrd	wroteMusicFor	Port_of_Escape
Erving_Goffman	hasGender	male
Sint_Eustatius	isLocatedIn	Netherlands_Antilles
Tyre	isLocatedIn	South_Governorate
Linden,_New_Jersey	isLocatedIn	Union_County,_New_Jersey
Ilie_Balaci	hasGender	male
Huey_Lewis	hasGender	male
Zdeněk_Nehoda	isAffiliatedTo	Czechoslovakia_national_football_team
Rashin_Wurie	playsFor	K._Boom_F.C.
Ahmad_Belal	playsFor	Smouha_Sporting_Club
George_Field_(actor)	diedIn	Los_Angeles
John_Waters	directed	Multiple_Maniacs
Fouad_Brighache	isAffiliatedTo	SV_Darmstadt_98
Ko_Kyung-joon	playsFor	Jeonnam_Dragons
Robert_Townsend_(actor)	hasGender	male
Sébastien_Pocognoli	isAffiliatedTo	Standard_Liège
Fabio_Rossitto	hasGender	male
Hector_Sam	isAffiliatedTo	Notts_County_F.C.
Thomas_Prager	wasBornIn	Vienna
John_Rhys-Davies	wasBornIn	Ammanford
James_Baldwin	influences	Ali_Liebegott
Ivan_Đoković	isAffiliatedTo	MFK_Košice
Brno-Country_District	isLocatedIn	Brno
Martin_Fenin	playsFor	Eintracht_Frankfurt
Stuart_Gillard	created	Teenage_Mutant_Ninja_Turtles_(film_series)
Steven_Hunter	wasBornIn	Chicago
Kyle_Vassell	playsFor	Whitehawk_F.C.
Fernando_Henrique_Mariano	playsFor	Associação_Portuguesa_de_Desportos
Derek_Abbott	graduatedFrom	University_of_Adelaide
Tonny_Brogaard	playsFor	Greve_Fodbold
Gerd_Zimmermann_(footballer)	playsFor	Calgary_Boomers
Manzoor_Ahmad	graduatedFrom	University_of_Karachi
Josh_Hansen	isAffiliatedTo	LA_Galaxy
Frank_Stallone	hasGender	male
Nikolas_Besagno	playsFor	Seattle_Sounders_FC_U-23
Robert_Browning	influences	Robert_Peters
Paul_Kruse	isAffiliatedTo	Kamloops_Blazers
Lee_Zahler	wroteMusicFor	The_Phantom_(serial)
Mark_Falco	isAffiliatedTo	Millwall_F.C.
Anthony_Mann	directed	A_Dandy_in_Aspic
Goran_Jerković_(footballer_born_1986)	playsFor	VMFD_Žalgiris_Vilnius
Chick_Reiser	isAffiliatedTo	Washington_Capitols
Peter_Bogdanovich	wasBornIn	Kingston,_New_York
Kostas_Mendrinos	isAffiliatedTo	Olympiacos_F.C.
Corrado_Nastasio	playsFor	Modena_F.C.
Andy_Milner	playsFor	Kendal_Town_F.C.
Brian_Howard_(basketball)	wasBornIn	Winston-Salem,_North_Carolina
Forrest_Taylor	actedIn	Manhunt_of_Mystery_Island
Kupono_Low	isAffiliatedTo	California_Cougars
Wolfgang_Fahrian	isAffiliatedTo	Germany_national_football_team
Leonīds_Ostrovskis	playsFor	FC_Mashuk-KMV_Pyatigorsk
Andrew_Garfield	actedIn	Red_Riding
Félix_Loustau	hasGender	male
Gökhan_Keskin	isAffiliatedTo	Beşiktaş_J.K.
Bruce_Eakin	isAffiliatedTo	Detroit_Red_Wings
Danny_Adams	wasBornIn	Manchester
Ivanjica	isLocatedIn	Moravica_District
Léonard_Kweuke	playsFor	FK_DAC_1904_Dunajská_Streda
Willi_Lindner	wasBornIn	Frankfurt
Manuel_Castellano	playsFor	Valencia_CF
Bobby_Johnstone	playsFor	Manchester_City_F.C.
Owen_Nolan	isAffiliatedTo	Toronto_Maple_Leafs
Edward_Dmytryk	directed	Crossfire_(film)
Ibrahima_Bangoura	playsFor	CP_Cacereño
Amr_Aly	playsFor	Los_Angeles_Lazers
Boston,_Lincolnshire	isLocatedIn	Lincolnshire
Erasmus_University_Rotterdam	isLocatedIn	Rotterdam
Pál_Szalma	isAffiliatedTo	Nyíregyháza_Spartacus_FC
Mario_Rafael_Rodríguez	playsFor	L.D._Alajuelense
Mamadou_Danso	playsFor	Montreal_Impact
Steve_Oedekerk	directed	Nothing_to_Lose_(1997_film)
Grand_Prairie,_Texas	isLocatedIn	Ellis_County,_Texas
Norodom_Sihanouk	hasGender	male
Hans_van_Mierlo	hasChild	Jozias_van_Aartsen
MacBeth_Sibaya	playsFor	FC_Rubin_Kazan
Patrick_Funk	wasBornIn	Aalen
Shirley_Knight	hasWonPrize	Volpi_Cup
Ursula_Andress	actedIn	Red_Sun
Keith_Shevlin	playsFor	University_of_North_Carolina_Wilmington
Aleksandar_Vuković	playsFor	Korona_Kielce
Saša_Radulović	isAffiliatedTo	Újpest_FC
Yasuyuki_Konno	hasGender	male
Deryn_Brace	playsFor	Llanelli_A.F.C.
Harran	isLocatedIn	Southeastern_Anatolia_Region
Vyacheslav_Kalashnikov	playsFor	FC_Rotor_Volgograd
André_Weis	hasGender	male
Jovan_Vidović	hasGender	male
Mikhail_Biryukov_(footballer_born_1958)	isAffiliatedTo	FC_Znamya_Truda_Orekhovo-Zuyevo
Mariano_Torres	hasGender	male
Gábor_Zavadszky	isAffiliatedTo	Apollon_Limassol
Luis_Ernesto_Guzmán	isAffiliatedTo	Pumas_UNAH
Willie_Fagan	playsFor	Liverpool_F.C.
Hertford	isLocatedIn	Hertfordshire
Arthur_Wightman	hasWonPrize	Dannie_Heineman_Prize_for_Mathematical_Physics
Steve_Wicks	isAffiliatedTo	Queens_Park_Rangers_F.C.
Mate_Vatsadze	isAffiliatedTo	FC_Dinamo_Tbilisi
Dithmarschen	isLocatedIn	Heide
Fabien_Raddas	playsFor	Paris_FC
John_Yates_(footballer)	wasBornIn	Blackburn
Jack_Lee_(footballer)	isAffiliatedTo	Derby_County_F.C.
Dixie_Dean	isAffiliatedTo	Tranmere_Rovers_F.C.
Tunica_County,_Mississippi	isLocatedIn	Mississippi
Tony_Chursky	playsFor	California_Surf
Dwight_Barnett	playsFor	Westchester_Flames
Trevor_Quow	isAffiliatedTo	Northampton_Town_F.C.
Ruston,_Louisiana	isLocatedIn	Louisiana
Richard_Burton	actedIn	The_Rains_of_Ranchipur
Kevin_Costner	actedIn	Fandango_(1985_film)
Gaetano_Scirea	isAffiliatedTo	Juventus_F.C.
Dejan_Pešić	playsFor	Íþróttafélagið_Völsungur
Aatif_Chahechouhe	isAffiliatedTo	C.S._Sedan_Ardennes
Bud_Jamison	actedIn	Back_from_the_Front
Carl_Gottlieb	created	The_Jerk
Vic_Buckingham	isAffiliatedTo	FC_Barcelona
Ben_Joyce	playsFor	Weston-super-Mare_A.F.C.
Tyler	isLocatedIn	Smith_County,_Texas
Sivanath_Sastri	playsFor	S.L._Benfica
Milorad_Ratković	hasGender	male
Martin_Harnik	isAffiliatedTo	VfB_Stuttgart
Luke_Kreamalmeyer	isAffiliatedTo	Carolina_RailHawks
pl/Rusłan_Jermołenko	isAffiliatedTo	FC_Desna_Chernihiv
Alen_Vučkić	isAffiliatedTo	NK_Olimpija_Ljubljana_(2005)
Sam_Magalefa	hasGender	male
Choi_Young-il	playsFor	FC_Seoul
Jani_Kauppila	isAffiliatedTo	Rangers_F.C.
Andrew_Davis_Bruce	hasWonPrize	Philippine_Legion_of_Honor
Ismo_Lius	isAffiliatedTo	FC_Lahti
Andre_Hoffmann_(footballer)	isAffiliatedTo	de/Deutsche_Fußballnationalmannschaft_(U-19-Junioren)
Kamianets-Podilskyi	isLocatedIn	Khmelnytskyi_Oblast
Jakob_Poulsen	isAffiliatedTo	Denmark_national_under-21_football_team
Tommy_Miller	isAffiliatedTo	Bury_F.C.
Admir_Haznadar	isAffiliatedTo	K.A.A._Gent
pl/Austin_Hamlet	isAffiliatedTo	pl/Piotrcovia_Piotrków_Trybunalski_(piłka_nożna)
Ian_Morris_(footballer)	playsFor	Chesterfield_F.C.
Rudolph_A._Marcus	hasWonPrize	Nobel_Prize_in_Chemistry
Vicarious_Visions	isLocatedIn	Albany_(New_York)
Bidhan_Chandra_Roy	hasGender	male
Steven_N'Zonzi	isAffiliatedTo	Amiens_SC
Walter_Matthau	actedIn	A_New_Leaf
Danny_Boffin	isAffiliatedTo	R.S.C._Anderlecht
Saša_Stamenković	isAffiliatedTo	F.K._Red_Star_Belgrade
Toby_Jones	actedIn	The_Adventures_of_Tintin_(film)
Thomas_Griffiths_(footballer_born_1906)	playsFor	Wales_national_football_team
Haris_Vučkić	isAffiliatedTo	NK_Domžale
Jerson_Cabral	isAffiliatedTo	Netherlands_national_under-19_football_team
Nizamettin_Çalışkan	isAffiliatedTo	Turkey_national_under-19_football_team
Philip_Kwok	wasBornIn	Taipei
Hemanta_Kumar_Mukhopadhyay	hasWonPrize	National_Film_Awards_(India)
Billy_Draycott	isAffiliatedTo	Luton_Town_F.C.
Martin_Rueda	playsFor	Switzerland_national_football_team
Walther_von_Brauchitsch	hasWonPrize	Order_of_Michael_the_Brave
Buck_Johnson	isAffiliatedTo	Israeli_Basketball_Super_League
Paolo_de_la_Haza	isAffiliatedTo	Jiangsu_Sainty_F.C.
Gmina_Borkowice	isLocatedIn	Przysucha_County
Hamka_Hamzah	wasBornIn	Makassar
Joe_Kennaway	playsFor	Scottish_Football_League_XI
Eda_Warren	edited	Abie's_Irish_Rose_(film)
Alex_Song	isAffiliatedTo	Arsenal_F.C.
José_Carlos_Tabares	playsFor	Chacarita_Juniors
Malik_Asselah	playsFor	CR_Belouizdad
Harold_F._Kress	edited	Until_They_Sail
Alan_Rudolph	directed	Welcome_to_L.A.
Chuy_Province	isLocatedIn	Bishkek
Jonas_Ogandaga	isAffiliatedTo	AS_Stade_Mandji
Omar_Gamal	playsFor	Al-Ahli_SC_(Tripoli)
Veena_Malik	actedIn	Koi_Tujh_Sa_Kahan
Petar_Popović_(basketball)	isAffiliatedTo	KK_Budućnost_Podgorica
Bodo_Rudwaleit	playsFor	Berliner_FC_Dynamo
Florin_Stângă	playsFor	FC_Brașov
Gaetano_Vastola	isAffiliatedTo	S.S._Maceratese_1922
Arthur_Turner_(footballer_born_1909)	diedIn	Sheffield
Jürgen_Klinsmann	playsFor	SC_Geislingen
Germán_Alemanno	playsFor	Querétaro_F.C.
Julian_Rotter	diedIn	Mansfield,_Connecticut
Hülya_Vurnal_İkizgül	playsFor	Sheffield_Wednesday_F.C.
Bjørn_Odmar_Andersen	playsFor	Strømsgodset_IF
Herman_J._Mankiewicz	hasGender	male
Gérson_Caçapa	playsFor	İstanbulspor_A.Ş.
Ricardo_André	isAffiliatedTo	S.L._Benfica
Yuriy_Moroz	playsFor	FC_Alania_Vladikavkaz
Sean_Connery	actedIn	The_Name_of_the_Rose_(film)
Emre_Balak	playsFor	Turkey_national_under-21_football_team
Nikos_Arabatzis	playsFor	PAOK_FC
Corey_Hart_(singer)	hasMusicalRole	wordnet_drum_103249569
Francisco_Elson	wasBornIn	Rotterdam
Peter_Hermann_(footballer)	isAffiliatedTo	FV_Engers_07
Gujarat	isLocatedIn	Gandhinagar
James_Clerk_Maxwell	hasWonPrize	Smith's_Prize
Landry_Zahana-Oni	playsFor	Stirling_Albion_F.C.
Dani_Kiki	isAffiliatedTo	PSFC_Chernomorets_Burgas
Jon_Ander_López	playsFor	Barakaldo_CF
de/Tabor_(Slowenien)	isLocatedIn	Žalec
Liptovský_Mikuláš	isLocatedIn	Slovakia
David_Bell_(footballer_born_1985)	playsFor	St_Patrick's_Athletic_F.C.
Vladimirs_Žavoronkovs	wasBornIn	Daugavpils
Tomasz_Wieszczycki	isAffiliatedTo	Legia_Warsaw
Josh_Hamilton_(actor)	wasBornIn	New_York_City
Keith_Andes	graduatedFrom	Temple_University
Karel_Kolský	wasBornIn	Kladno
Jérémie_Aliadière	hasGender	male
Eric_Black	isAffiliatedTo	FC_Metz
Tom_Conti	hasWonPrize	Laurence_Olivier_Award
Ali_Tandoğan	playsFor	Beşiktaş_J.K.
Roberto_Mangabeira_Unger	hasGender	male
Frank_Dudley	playsFor	Cardiff_City_F.C.
Clyde_Geronimi	directed	Make_Mine_Music
Antonio_Sabato_(footballer)	playsFor	U.S._Sambenedettese_1923
Felipe_Mattioni	isAffiliatedTo	R.C.D._Espanyol_de_Barcelona
Shalini_Kumar	hasGender	female
Edmund_Gwenn	graduatedFrom	King's_College_London
Avaya	isLocatedIn	Switzerland
Lake_Victoria	isLocatedIn	Kisumu
George_Parris	playsFor	Bristol_City_F.C.
Surgut_International_Airport	isConnectedTo	Barnaul_Airport
Santiago_Fernández_(footballer)	isAffiliatedTo	Puebla_F.C.
Richard_Schuil	hasGender	male
Pope_John_Paul_II_(TV_miniseries)	isLocatedIn	Germany
Bolesław_IV_the_Curly	hasChild	Bolesław_I_the_Tall
Justin_Miller_(footballer)	isAffiliatedTo	Port_Vale_F.C.
Phil_O'Donnell_(footballer)	isAffiliatedTo	Sheffield_Wednesday_F.C.
Maxime_Josse	wasBornIn	Saint-Quentin,_Aisne
Jim_Montgomery_(ice_hockey)	isAffiliatedTo	Manitoba_Moose
Evangelos_Tsiolis	isAffiliatedTo	Ag._Dimitrios_F.C.
Nikolay_Nikolov_(footballer)	isAffiliatedTo	PFC_Pirin_Gotse_Delchev
Mike_Trebilcock	isAffiliatedTo	Portsmouth_F.C.
Noel_Black	directed	Private_School_(film)
Gabriel_Raksi	wasBornIn	Oradea
Aldo_Olcese	isAffiliatedTo	Unión_Comercio
Jaakko_Nyberg	playsFor	Kongsvinger_IL
Billy_Rose	wroteMusicFor	King_of_Jazz
Tony_Lock_(footballer)	playsFor	Grays_Athletic_F.C.
James_Gandolfini	actedIn	Stories_of_Lost_Souls
Watchara_Mahawong	playsFor	Singhtarua_F.C.
Edward_VIII_of_the_United_Kingdom	hasWonPrize	Military_Cross
Cleidimar_Magalhães_Silva	playsFor	Santa_Cruz_Futebol_Clube
Leandro_Greco	playsFor	A.S.D._Astrea
Rudis_Corrales	wasBornIn	Salvador
Kenneth_Connor	actedIn	Carry_On_Constable
Willie_Mills	playsFor	Aberdeen_F.C.
Yamagata_(prefecture)	hasCapital	Yamagata
Karel_Schwarzenberg	isAffiliatedTo	Independent_(politician)
Albin_Dahl	wasBornIn	Landskrona
Upper_Egypt	isLocatedIn	Africa
John_Wayne	actedIn	Hondo_(film)
The_Wedding_Planner	isLocatedIn	Germany
Carolina_Panthers	isLocatedIn	Charlotte,_North_Carolina
Samuel_Meston	playsFor	Stoke_City_F.C.
Navotas	isLocatedIn	Philippines
Willie_Watson_(footballer,_born_1949)	playsFor	Miami_Toros
Dennis_Grote	isAffiliatedTo	de/Deutsche_Fußballnationalmannschaft_(U-20-Männer)
Imre_Deme	isAffiliatedTo	Hungary_national_under-17_football_team
Leonardo_Pisculichi	playsFor	Al-Arabi_SC_(Qatar)
Hans-Günter_Bruns	isAffiliatedTo	Borussia_Mönchengladbach
Artak_Yedigaryan	hasGender	male
Cristian_Raúl_Ledesma	wasBornIn	San_Isidro,_Buenos_Aires
Bror_Mellberg	playsFor	AIK_Fotboll
Kirill_Lavrov	hasWonPrize	USSR_State_Prize
Tancredo_Neves_International_Airport	isConnectedTo	Porto_Velho
Savvas_Poursaitidis	isAffiliatedTo	Skoda_Xanthi_F.C.
Medfield,_Massachusetts	isLocatedIn	United_States
Jimmy_McGovern	hasGender	male
Princess_Henriette_Adelaide_of_Savoy	hasChild	Duchess_Violante_Beatrice_of_Bavaria
Washington_metropolitan_area	isLocatedIn	Alexandria,_Virginia
Redman_(rapper)	hasGender	male
Marcelo_Fleitas	isAffiliatedTo	Club_Sport_Emelec
Branko_Oblak	isAffiliatedTo	H.N.K._Hajduk_Split
Noor_Sabri	isAffiliatedTo	Talaba_SC
Óscar_Cardozo	isAffiliatedTo	Paraguay_national_football_team
DeVotchKa	wroteMusicFor	Fling_(film)
Friedrich_Ebert,_Jr.	isCitizenOf	Germany
Wayne_Turner_(basketball)	wasBornIn	Boston
Gökhan_Zan	isAffiliatedTo	Turkey_national_football_team
Tarik_Elyounoussi	isAffiliatedTo	Rosenborg_BK
Don_McKellar	created	Last_Night_(1998_film)
Sainte-Foy-lès-Lyon	isLocatedIn	France
Worawet_Chanuthai	isAffiliatedTo	Buriram_United_F.C.
Ian_Goodison	isAffiliatedTo	Hull_City_A.F.C.
Jack_Fitchett	playsFor	Plymouth_Argyle_F.C.
Ernest_Mullineux	playsFor	Telford_United_F.C.
Henry_Eyring	hasWonPrize	Wolf_Prize_in_Chemistry
Albert_Abraham_Michelson	worksAt	Clark_University
Paige_Turco	actedIn	Teenage_Mutant_Ninja_Turtles_(film_series)
Peer_Kluge	wasBornIn	Frankenberg,_Saxony
Ross_Macdonald	graduatedFrom	University_of_Michigan
Carl_Gustaf_Emil_Mannerheim	hasWonPrize	Order_of_the_Redeemer
Beg_Ferati	wasBornIn	Pristina
David_Cowan_(footballer)	isAffiliatedTo	Cowdenbeath_F.C.
Ciarán_Hinds	actedIn	The_Nativity_Story
Barbara_Bel_Geddes	actedIn	I_Remember_Mama
Adolfo_Gregorio	isAffiliatedTo	United_States_men's_national_under-18_soccer_team
Alfred_Pfaff	isAffiliatedTo	Germany_national_football_team
Michael_D'Agostino	wasBornIn	Vancouver
Selvaraghavan	created	Yaaradi_Nee_Mohini
Orsha	isLocatedIn	Vitebsk_Region
Zreče	isLocatedIn	Styria_(Slovenia)
Mohamed_Farouk	isAffiliatedTo	Haras_El-Hodood_SC
Antal_Dunai	isAffiliatedTo	Debreceni_VSC
Alain_Caveglia	playsFor	FC_Nantes
Curtis_T._McMullen	hasAcademicAdvisor	Dennis_Sullivan
Roger_Courtois	isAffiliatedTo	Troyes_AC
Aldo_Fabrizi	wasBornIn	Rome
Ricardo_Clark	hasGender	male
Luis_Guzmán	actedIn	The_Bone_Collector
Luís_Carlos_Almada_Soares	playsFor	Cape_Verde_national_football_team
Vladimir_Menshov	hasGender	male
John_Leipold	wroteMusicFor	Union_Pacific_(film)
Jos_van_Herpen	playsFor	K.V.K._Tienen
Emanuele_Belardi	playsFor	Udinese_Calcio
Aykut_Akgün	isAffiliatedTo	Trabzonspor
Gmina_Garbów	isLocatedIn	Lublin_Voivodeship
Robert_Gaspar	isAffiliatedTo	Inglewood_United_SC
Louis_Bookman	playsFor	Bradford_City_A.F.C.
Cy_Schindell	actedIn	What's_the_Matador?
Ted_McDonald_(footballer)	isAffiliatedTo	Portsmouth_F.C.
Boubacar_Koné	isAffiliatedTo	Mali_national_football_team
Sergio_Tejera	playsFor	RCD_Mallorca_B
James_Braid_(surgeon)	isCitizenOf	Scotland
Daniel_of_Galicia	wasBornIn	Halych
Walter_García	isAffiliatedTo	Guillermo_Brown_de_Puerto_Madryn
Christian_Lantignotti	playsFor	Calcio_Padova
Mirosław_Waligóra	isAffiliatedTo	Hutnik_Nowa_Huta
Marcus_Piossek	playsFor	Karlsruher_SC
Sead_Hajrović	playsFor	Barnet_F.C.
Avon_Park,_Florida	isLocatedIn	United_States
Westbrook,_Maine	isLocatedIn	United_States
Milan_Martinović	isAffiliatedTo	FK_Rad
Charles_Dickens	created	Great_Expectations_(1989_TV_miniseries)
Viktor_Svistunov	playsFor	FC_Petrotrest_Saint_Petersburg
Vitaliy_Havrysh	wasBornIn	Chernihiv
Manuel_Seoane	playsFor	Argentina_national_football_team
Pablo_Munhoz	isAffiliatedTo	Uruguay_Olympic_football_team
Lindbergh_kidnapping	wasBornIn	Englewood,_New_Jersey
Queenstown-Lakes_District	isLocatedIn	Otago
Rosalyn_Sussman_Yalow	hasWonPrize	Albert_Lasker_Award_for_Basic_Medical_Research
Johnny_Brooks	isAffiliatedTo	Chelsea_F.C.
Nizami_Hajiyev	playsFor	Azerbaijan_national_under-19_football_team
Stephan_Palla	isAffiliatedTo	SK_Rapid_Wien
Viña_del_Mar	isLocatedIn	Chile
Nicole_Barnhart	isAffiliatedTo	United_States_women's_national_soccer_team
Hiroyuki_Taniguchi	isAffiliatedTo	Yokohama_F._Marinos
Kyle_Wilson_(English_footballer)	playsFor	Droylsden_F.C.
Gena_Rowlands	actedIn	Once_Around
K'naan	hasMusicalRole	wordnet_guitar_103467517
Richard_Dumas	isAffiliatedTo	Fargo-Moorhead_Beez
Fabian_Pawela	playsFor	Panegialios_F.C.
Holy_Roman_Empire	participatedIn	Italian_War_of_1536–38
Brian_Easton_(footballer)	isAffiliatedTo	Hamilton_Academical_F.C.
Dave_Gahan	hasMusicalRole	wordnet_vocal_music_107282006
Omar_Sahnoun	playsFor	AS_Beauvais_Oise
Rafael_Sóbis	playsFor	Al_Jazira_Club
Leandro_da_Silva_(footballer_born_1985)	hasGender	male
Clive_Charles	isAffiliatedTo	Montreal_Olympique
Mick_Ronson	wasBornIn	Kingston_upon_Hull
Wilsonville,_Oregon	isLocatedIn	United_States
pl/Jacek_Bobrowicz	wasBornIn	Świecie
Ramechhap_District	isLocatedIn	Central_Development_Region,_Nepal
Abel_Resino	isAffiliatedTo	Spain_national_football_team
Neil_Brisco	playsFor	Northwich_Victoria_F.C.
Sven_Benken	playsFor	F.C._Hansa_Rostock
George_Sherman	directed	Sword_in_the_Desert
Robert_J._Van_de_Graaff	graduatedFrom	University_of_Alabama
Lassad_Nouioui	isAffiliatedTo	Deportivo_de_La_Coruña_B
Itzik_Kornfein	playsFor	Hapoel_Jerusalem_F.C.
Vyacheslav_Marushko	diedIn	Moscow
Heinrich_von_Vietinghoff	hasWonPrize	House_Order_of_Hohenzollern
Burhanuddin_Rabbani	hasGender	male
Ivan_Kelava	playsFor	Croatia_national_under-20_football_team
Bobby_Jordan	actedIn	Hell's_Kitchen_(1939_film)
Ipswich,_Massachusetts	isLocatedIn	United_States
Barry_Potomski	diedIn	Windsor,_Ontario
Elizabeth_Rees-Williams	hasChild	Damian_Harris
Ivan_Woods	playsFor	Pietà_Hotspurs_F.C.
Chico_Flores	playsFor	Spain_national_under-21_football_team
Jim_Allen_(playwright)	created	Coronation_Street
Samuel_Greven	isAffiliatedTo	Oud-Heverlee_Leuven
Jack_Nitzsche	wroteMusicFor	Revenge_(1990_film)
Satoshi_Tsunami	isAffiliatedTo	Cerezo_Osaka
Archie_Gemmill	isAffiliatedTo	Scotland_national_football_team
Leo_van_Veen	isAffiliatedTo	Los_Angeles_Aztecs
Gary_Trent	isAffiliatedTo	Toronto_Raptors
Aziz_Corr_Nyang	playsFor	Gambia_national_football_team
Joel_Cox	edited	Flags_of_Our_Fathers_(film)
Uli_Bayerschmidt	playsFor	FC_Bayern_Munich_II
Thomas_Kleine	isAffiliatedTo	Germany_national_football_B_team
Johan_Absalonsen	playsFor	F.C._Copenhagen
Aftandil_Hajiyev	isAffiliatedTo	Azerbaijan_national_football_team
Colin_Miles	isAffiliatedTo	Greenock_Morton_F.C.
Loud_Park_Festival	isLocatedIn	Saitama,_Saitama
Bainbridge_Island,_Washington	isLocatedIn	Washington_(state)
Climax_Lawrence	playsFor	Mumbai_F.C.
Debra_Winger	actedIn	Leap_of_Faith_(film)
Bernard_Barnjak	playsFor	FK_Sarajevo
Amar_Ammour	isAffiliatedTo	CA_Bordj_Bou_Arréridj
